project_name,continent,country,country_code,ecosystem,activity,activity_type,price_type,project_size_ha,project_size_filter,abatement_potential,total_cost_npv,total_cost,capex_npv,capex,opex_npv,opex,cost_per_tco2e,cost_per_tco2e_npv,feasibility_analysis_npv,feasibility_analysis,conservation_planning_npv,conservation_planning,data_collection_npv,data_collection,community_representation_npv,community_representation,blue_carbon_project_planning_npv,blue_carbon_project_planning,establishing_carbon_rights_npv,establishing_carbon_rights,validation_npv,validation,implementation_labor_npv,implementation_labor,monitoring_npv,maintenance_npv,monitoring,maintenance,monitoring_maintenance_npv,monitoring_maintenance,community_benefit_npv,community_benefit,carbon_standard_fees_npv,carbon_standard_fees,baseline_reassessment_npv,baseline_reassessment,mrv_npv,mrv,long_term_project_operating_npv,long_term_project_operating,initial_price_assumption,leftover_after_opex,leftover_after_opex_NPV,total_revenue,total_revenu_npv,credits_issued
Mexico Salt marsh Restoration Hybrid Small,North America,Mexico,MEX,Salt marsh,Restoration,Hybrid,Market price,100,Small,137962,3617347,4472372,2513860,2750265,1103486,1722106,678,678,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,1220413,1372799,143773,282117,238000,343062,425890,581062,55684,93976,645,1068,75812,120000,167296,300000,378159,626000,30,-1534154,-992117,187952,111369,5339
Mexico Salt marsh Restoration Planting Medium,North America,Mexico,MEX,Salt marsh,Restoration,Planting,Opex breakeven,500,Medium,137962,20377880,25905705,13294414,15141617,7083466,10764088,979,979,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,12000966,13764150,143773,2774204,238000,3439661,2917977,3677661,3541733,6036263,2489,4164,75812,120000,167296,300000,378159,626000,492.3866971,1308438,0,12072526,7083466,20821
Mexico Salt marsh Restoration Hydrology Medium,North America,Mexico,MEX,Salt marsh,Restoration,Hydrology,Opex breakeven,500,Medium,137962,5771844,7652670,3305369,3684981,2466474,3967689,222,222,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,2011922,2307514,143773,465086,238000,576648,608859,814648,1233237,2101836,3111,5205,75812,120000,167296,300000,378159,626000,137.1598589,235984,0,4203673,2466474,26026
Mexico Salt marsh Restoration Hybrid Medium,North America,Mexico,MEX,Salt marsh,Restoration,Hybrid,Opex breakeven,500,Medium,137962,11581383,14913018,7278165,8241461,4303217,6671557,445,445,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,5984718,6863994,143773,1383458,238000,1715312,1527231,1953312,2151609,3667040,3111,5205,75812,120000,167296,300000,378159,626000,239.3005887,662523,0,7334080,4303217,26026
Mexico Salt marsh Restoration Planting Medium,North America,Mexico,MEX,Salt marsh,Restoration,Planting,Market price,500,Medium,137962,17051936,20237218,13294414,15141617,3757523,5095601,819,819,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,12000966,13764150,143773,2774204,238000,3439661,2917977,3677661,215790,367776,2489,4164,75812,120000,167296,300000,378159,626000,30,-4360049,-3325944,735552,431579,20821
Mexico Salt marsh Restoration Hydrology Medium,North America,Mexico,MEX,Salt marsh,Restoration,Hydrology,Market price,500,Medium,137962,4808344,6010554,3305369,3684981,1502974,2325573,185,185,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,2011922,2307514,143773,465086,238000,576648,608859,814648,269737,459720,3111,5205,75812,120000,167296,300000,378159,626000,30,-1406134,-963500,919439,539474,26026
Mexico Salt marsh Restoration Hybrid Medium,North America,Mexico,MEX,Salt marsh,Restoration,Hybrid,Market price,500,Medium,137962,9699511,11705697,7278165,8241461,2421346,3464237,373,373,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,5984718,6863994,143773,1383458,238000,1715312,1527231,1953312,269737,459720,3111,5205,75812,120000,167296,300000,378159,626000,30,-2544798,-1881872,919439,539474,26026
Mexico Salt marsh Restoration Planting Large,North America,Mexico,MEX,Salt marsh,Restoration,Planting,Opex breakeven,1000,Large,137962,36684501,47768194,24466944,28985767,12217557,18782427,929,929,50000,50000,629559,667067,153925,160000,274072,290400,88900,100000,129504,140000,44450,50000,23096534,27528300,143773,5339112,238000,6879322,5482885,7117322,6108779,10611204,4626,7901,75812,120000,167296,300000,378159,626000,453.1155432,2439980,0,21222407,12217557,39506
Mexico Salt marsh Restoration Hydrology Large,North America,Mexico,MEX,Salt marsh,Restoration,Hydrology,Opex breakeven,1000,Large,137962,8574282,11413418,5242467,6072495,3331815,5340923,174,174,50000,50000,629559,667067,153925,160000,274072,290400,88900,100000,129504,140000,44450,50000,3872058,4615028,143773,895085,238000,1153296,1038858,1391296,1665907,2893751,5783,9877,75812,120000,167296,300000,378159,626000,98.85426292,446578,0,5787501,3331815,49383
Mexico Salt marsh Restoration Hybrid Large,North America,Mexico,MEX,Salt marsh,Restoration,Hybrid,Opex breakeven,1000,Large,137962,19755067,25873854,12888336,15185454,6866730,10688400,400,400,50000,50000,629559,667067,153925,160000,274072,290400,88900,100000,129504,140000,44450,50000,11517926,13727988,143773,2662542,238000,3430624,2806315,3668624,3433365,5963899,5783,9877,75812,120000,167296,300000,378159,626000,203.7344974,1239398,0,11927798,6866730,49383
Mexico Salt marsh Restoration Planting Large,North America,Mexico,MEX,Salt marsh,Restoration,Planting,Market price,1000,Large,137962,30980174,37859540,24466944,28985767,6513230,8873773,784,784,50000,50000,629559,667067,153925,160000,274072,290400,88900,100000,129504,140000,44450,50000,23096534,27528300,143773,5339112,238000,6879322,5482885,7117322,404452,702550,4626,7901,75812,120000,167296,300000,378159,626000,30,-7468674,-5704327,1405099,808903,39506
Mexico Salt marsh Restoration Hydrology Large,North America,Mexico,MEX,Salt marsh,Restoration,Hydrology,Market price,1000,Large,137962,7413939,9397854,5242467,6072495,2171472,3325359,150,150,50000,50000,629559,667067,153925,160000,274072,290400,88900,100000,129504,140000,44450,50000,3872058,4615028,143773,895085,238000,1153296,1038858,1391296,505565,878187,5783,9877,75812,120000,167296,300000,378159,626000,30,-1568985,-1160343,1756374,1011129,49383
Mexico Salt marsh Restoration Hybrid Large,North America,Mexico,MEX,Salt marsh,Restoration,Hybrid,Market price,1000,Large,137962,16827266,20788142,12888336,15185454,3938930,5602688,341,341,50000,50000,629559,667067,153925,160000,274072,290400,88900,100000,129504,140000,44450,50000,11517926,13727988,143773,2662542,238000,3430624,2806315,3668624,505565,878187,5783,9877,75812,120000,167296,300000,378159,626000,30,-3846314,-2927801,1756374,1011129,49383
Mexico Salt marsh Conservation Small,North America,Mexico,MEX,Salt marsh,Conservation,,Opex breakeven,800,Small,2952709,2828794,4125752,1293447,1377467,1535347,2748285,115,115,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,0,0,143773,0,238000,0,143773,238000,767674,1459349,2634,4936,75812,120000,167296,300000,378159,626000,96.48464191,170413,0,2918698,1535347,24680
Mexico Salt marsh Conservation Small,North America,Mexico,MEX,Salt marsh,Conservation,,Market price,800,Small,2952709,2299814,3120158,1293447,1377467,1006367,1742692,93,93,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,0,0,143773,0,238000,0,143773,238000,238693,453756,2634,4936,75812,120000,167296,300000,378159,626000,30,-835180,-528981,907512,477386,24680
Mexico Salt marsh Conservation Medium,North America,Mexico,MEX,Salt marsh,Conservation,,Opex breakeven,4000,Medium,2952709,2849864,4165523,1293447,1377467,1556417,2788056,23,23,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,0,0,143773,0,238000,0,143773,238000,778209,1479376,13169,24680,75812,120000,167296,300000,378159,626000,19.5617446,170696,0,2958752,1556417,123401
Mexico Salt marsh Conservation Medium,North America,Mexico,MEX,Salt marsh,Conservation,,Market price,4000,Medium,2952709,3265121,4954926,1293447,1377467,1971674,3577459,26,26,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,0,0,143773,0,238000,0,143773,238000,1193465,2268779,13169,24680,75812,120000,167296,300000,378159,626000,30,960099,415256,4537558,2386930,123401
Mexico Salt marsh Conservation Large,North America,Mexico,MEX,Salt marsh,Conservation,,Opex breakeven,8000,Large,2952709,2876202,4215236,1293447,1377467,1582755,2837770,12,12,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,0,0,143773,0,238000,0,143773,238000,791377,1504410,26337,49360,75812,120000,167296,300000,378159,626000,9.946382438,171049,0,3008819,1582755,246801
Mexico Salt marsh Conservation Large,North America,Mexico,MEX,Salt marsh,Conservation,,Market price,8000,Large,2952709,4471755,7248385,1293447,1377467,3178307,5870918,18,18,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,0,0,143773,0,238000,0,143773,238000,2386930,4537558,26337,49360,75812,120000,167296,300000,378159,626000,30,3204198,1595553,9075116,4773860,246801
Colombia Mangrove Restoration Planting Small,South America,Colombia,COL,Mangrove,Restoration,Planting,Opex breakeven,100,Small,60632,2895278,3836845,1654551,1785986,1240727,2050859,381,381,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,399782,449700,78531,92416,130000,112380,170947,242380,620364,1046958,919,1521,75812,120000,167296,300000,205390,340000,234.6768446,43058,0,2093917,1240727,7603
Colombia Mangrove Restoration Hydrology Small,South America,Colombia,COL,Mangrove,Restoration,Hydrology,Opex breakeven,100,Small,60632,2615716,3493679,1463061,1570586,1152655,1923093,275,275,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,208292,234300,78531,48150,130000,58552,126681,188552,576327,972641,1148,1901,75812,120000,167296,300000,205390,340000,174.4147679,22188,0,1945281,1152655,9504
Colombia Mangrove Restoration Planting Small,South America,Colombia,COL,Mangrove,Restoration,Planting,Market price,100,Small,60632,2354219,2923725,1654551,1785986,699668,1137739,310,310,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,399782,449700,78531,92416,130000,112380,170947,242380,79304,133838,919,1521,75812,120000,167296,300000,205390,340000,30,-870062,-541059,267677,158609,7603
Colombia Mangrove Restoration Hydrology Small,South America,Colombia,COL,Mangrove,Restoration,Hydrology,Market price,100,Small,60632,2138519,2688336,1463061,1570586,675458,1117750,225,225,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,208292,234300,78531,48150,130000,58552,126681,188552,99131,167298,1148,1901,75812,120000,167296,300000,205390,340000,30,-783154,-477197,334596,198261,9504
Colombia Mangrove Restoration Planting Medium,South America,Colombia,COL,Mangrove,Restoration,Planting,Opex breakeven,500,Medium,60632,5184540,6722265,3215237,3584786,1969303,3137479,140,140,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,1960468,2248500,78531,453192,130000,561900,531723,691900,984652,1678166,4431,7413,75812,120000,167296,300000,205390,340000,76.89524229,218853,0,3356332,1969303,37066
Colombia Mangrove Restoration Hydrology Medium,South America,Colombia,COL,Mangrove,Restoration,Hydrology,Opex breakeven,500,Medium,60632,3813574,5009902,2276201,2507786,1537374,2502116,82,82,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,1021431,1171500,78531,236119,130000,292758,314650,422758,768687,1310092,5538,9266,75812,120000,167296,300000,205390,340000,48.02377196,118068,0,2620184,1537374,46332
Colombia Mangrove Restoration Planting Medium,South America,Colombia,COL,Mangrove,Restoration,Planting,Market price,500,Medium,60632,4584042,5698821,3215237,3584786,1368805,2114035,124,124,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,1960468,2248500,78531,453192,130000,561900,531723,691900,384153,654722,4431,7413,75812,120000,167296,300000,205390,340000,30,-804592,-600499,1309443,768306,37066
Colombia Mangrove Restoration Hydrology Medium,South America,Colombia,COL,Mangrove,Restoration,Hydrology,Market price,500,Medium,60632,3525079,4518212,2276201,2507786,1248878,2010426,76,76,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,1021431,1171500,78531,236119,130000,292758,314650,422758,480191,818402,5538,9266,75812,120000,167296,300000,205390,340000,30,-373622,-288495,1636804,960383,46332
Colombia Mangrove Restoration Planting Large,South America,Colombia,COL,Mangrove,Restoration,Planting,Opex breakeven,1000,Large,60632,7919679,10385966,5104762,5913286,2814916,4472680,113,113,50000,50000,629559,667067,153925,160000,244644,259219,88900,100000,120254,130000,44450,50000,3773030,4497000,78531,872193,130000,1123800,950724,1253800,1407458,2444814,8236,14066,75812,120000,167296,300000,205390,340000,58.64303742,416947,0,4889627,2814916,70330
Colombia Mangrove Restoration Hydrology Large,South America,Colombia,COL,Mangrove,Restoration,Hydrology,Opex breakeven,1000,Large,60632,5281032,6975094,3297534,3759286,1983498,3215808,60,60,50000,50000,629559,667067,153925,160000,244644,259219,88900,100000,120254,130000,44450,50000,1965802,2343000,78531,454425,130000,585516,532956,715516,991749,1722709,10295,17582,75812,120000,167296,300000,205390,340000,33.05770514,229611,0,3445419,1983498,87912
Colombia Mangrove Restoration Planting Large,South America,Colombia,COL,Mangrove,Restoration,Planting,Market price,1000,Large,60632,7232233,9191845,5104762,5913286,2127471,3278559,103,103,50000,50000,629559,667067,153925,160000,244644,259219,88900,100000,120254,130000,44450,50000,3773030,4497000,78531,872193,130000,1123800,950724,1253800,720013,1250693,8236,14066,75812,120000,167296,300000,205390,340000,30,-777174,-687445,2501385,1440026,70330
Colombia Mangrove Restoration Hydrology Large,South America,Colombia,COL,Mangrove,Restoration,Hydrology,Market price,1000,Large,60632,5189299,6815750,3297534,3759286,1891765,3056464,59,59,50000,50000,629559,667067,153925,160000,244644,259219,88900,100000,120254,130000,44450,50000,1965802,2343000,78531,454425,130000,585516,532956,715516,900016,1563366,10295,17582,75812,120000,167296,300000,205390,340000,30,70267,-91733,3126731,1800032,87912
Colombia Mangrove Conservation Small,South America,Colombia,COL,Mangrove,Conservation,,Opex breakeven,4000,Small,654702,2343155,3224930,1254769,1336286,1088385,1888644,16,16,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,0,0,78531,0,130000,0,78531,130000,544193,968602,17163,30042,75812,120000,167296,300000,205390,340000,10.77917386,48560,0,1937204,1088385,150211
Colombia Mangrove Conservation Small,South America,Colombia,COL,Mangrove,Conservation,,Market price,4000,Small,654702,3313529,4952088,1254769,1336286,2058760,3615802,22,22,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,0,0,78531,0,130000,0,78531,130000,1514567,2695760,17163,30042,75812,120000,167296,300000,205390,340000,30,1775718,970374,5391520,3029134,150211
Colombia Mangrove Conservation Medium,South America,Colombia,COL,Mangrove,Conservation,,Opex breakeven,20000,Medium,654702,2480461,3467294,1254769,1336286,1225692,2131008,3,3,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,0,0,78531,0,130000,0,78531,130000,612846,1090797,85816,150211,75812,120000,167296,300000,205390,340000,2.427805898,50586,0,2181594,1225692,751055
Colombia Mangrove Conservation Medium,South America,Colombia,COL,Mangrove,Conservation,,Market price,20000,Medium,654702,9440450,15855297,1254769,1336286,8185681,14519011,13,13,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,0,0,78531,0,130000,0,78531,130000,7572835,13478800,85816,150211,75812,120000,167296,300000,205390,340000,30,12438589,6959989,26957600,15145670,751055
Colombia Mangrove Conservation Large,South America,Colombia,COL,Mangrove,Conservation,,Opex breakeven,40000,Large,654702,3268526,4592795,1611444,1712662,1657082,2880132,2,2,50000,50000,786949,833833,153925,160000,366966,388829,88900,100000,120254,130000,44450,50000,0,0,157063,0,260000,0,157063,260000,828541,1474710,171633,300422,75812,120000,167296,300000,256737,425000,1.641144217,69289,0,2949421,1657082,1502110
Colombia Mangrove Conservation Large,South America,Colombia,COL,Mangrove,Conservation,,Market price,40000,Large,654702,17585654,30075684,1611444,1712662,15974211,28363022,12,12,50000,50000,786949,833833,153925,160000,366966,388829,88900,100000,120254,130000,44450,50000,0,0,157063,0,260000,0,157063,260000,15145670,26957600,171633,300422,75812,120000,167296,300000,256737,425000,30,25552178,14317128,53915200,30291339,1502110
Colombia Seagrass Restoration Planting Small,South America,Colombia,COL,Seagrass,Restoration,Planting,Opex breakeven,100,Small,3124,3910725,5083460,2349877,2568133,1560848,2515327,1938,1938,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,1095108,1231847,78531,253151,130000,307839,331682,437839,780424,1317085,244,404,75812,120000,167296,300000,205390,340000,1112.246535,118842,0,2634169,1560848,2018
Colombia Seagrass Restoration Planting Small,South America,Colombia,COL,Seagrass,Restoration,Planting,Market price,100,Small,3124,3151351,3801900,2349877,2568133,801474,1233767,1562,1562,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,1095108,1231847,78531,253151,130000,307839,331682,437839,21050,35525,244,404,75812,120000,167296,300000,205390,340000,30,-1162717,-759374,71050,42100,2018
Colombia Seagrass Restoration Planting Medium,South America,Colombia,COL,Seagrass,Restoration,Planting,Opex breakeven,500,Medium,3124,10164243,12942685,6625009,7495522,3539234,5447163,1033,1033,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,5370239,6159236,78531,1241412,130000,1539193,1319943,1669193,1769617,3016002,1176,1968,75812,120000,167296,300000,205390,340000,520.6462744,584842,0,6032005,3539234,9838
